Time,Sensor 1
80.38,113134
80.4,113194
80.42,113196
80.44,113280
80.46,113275
80.48,113236
80.5,113276
80.52,113270
80.54,113288
80.56,113312
80.58,113295
80.6,113277
80.62,113303
80.64,113315
80.66,113340
80.68,113386
80.7,113348
80.72,113382
80.74,113361
80.76,113246
80.78,113078
80.8,112954
80.82,112804
80.84,112725
80.86,112722
80.88,112721
80.9,112788
80.92,112826
80.94,112845
80.96,112932
80.98,112995
81,112991
81.02,113048
81.04,113024
81.06,112970
81.08,112981
81.1,112946
81.12,112930
81.14,112987
81.16,112961
81.18,112950
81.2,113013
81.22,113037
81.24,113070
81.26,113116
81.28,113096
81.3,113123
81.32,113148
81.34,113141
81.36,113162
81.38,113175
81.4,113151
81.42,113150
81.44,113184
81.46,113187
81.48,113262
81.5,113261
81.52,113237
81.54,113226
81.56,113147
81.58,112973
81.6,112866
81.62,112710
81.64,112593
81.66,112577
81.68,112562
81.7,112579
81.72,112662
81.74,112675
81.76,112696
81.78,112799
81.8,112834
81.82,112865
81.84,112885
81.86,112820
81.88,112809
81.9,112794
81.92,112786
81.94,112814
81.96,112823
81.98,112822
82,112854
82.02,112903
82.04,112921
82.06,112969
82.08,112975
82.1,112985
82.12,113016
82.14,113034
82.16,112995
82.18,113063
82.2,113035
82.22,113031
82.24,113062
82.26,113067
82.28,113072
82.3,113144
82.32,113101
82.34,113073
82.36,112998
82.38,112815
82.4,112664
82.42,112558
82.44,112414
82.46,112398
82.48,112392
82.5,112384
82.52,112474
82.54,112514
82.56,112527
82.58,112564
82.6,112626
82.62,112650
82.64,112668
82.66,112654
82.68,112605
82.7,112622
82.72,112630
82.74,112610
82.76,112645
82.78,112659
82.8,112658
82.82,112709
82.84,112729
82.86,112764
82.88,112818
82.9,112790
82.92,112791
82.94,112829
82.96,112821
82.98,112865
83,112863
83.02,112852
83.04,112850
83.06,112879
83.08,112890
83.1,112926
83.12,112948
83.14,112940
83.16,112929
83.18,112857
83.2,112707
83.22,112533
83.24,112366
83.26,112228
83.28,112197
83.3,112185
83.32,112179
83.34,112276
83.36,112281
83.38,112290
83.4,112368
83.42,112381
83.44,112404
83.46,112459
83.48,112432
83.5,112414
83.52,112435
83.54,112419
83.56,112421
83.58,112477
83.6,112465
83.62,112488
83.64,112521
83.66,112551
83.68,112610
83.7,112625
83.72,112605
83.74,112639
83.76,112679
83.78,112651
83.8,112703
83.82,112714
83.84,112688
83.86,112709
83.88,112710
83.9,112731
83.92,112793
83.94,112768
83.96,112776
83.98,112813
84,112837
84.02,112868
84.04,112922
84.06,112799
84.08,112639
84.1,112470
84.12,112282
84.14,112170
84.16,112138
84.18,112063
84.2,112100
84.22,112149
84.24,112149
84.26,112216
84.28,112277
84.3,112284
84.32,112323
84.34,112362
84.36,112364
84.38,112407
84.4,112384
84.42,112347
84.44,112366
84.46,112379
84.48,112415
84.5,112469
84.52,112486
84.54,112495
84.56,112531
84.58,112539
84.6,112597
84.62,112618
84.64,112604
84.66,112616
84.68,112671
84.7,112671
84.72,112719
84.74,112754
84.76,112712
84.78,112733
84.8,112777
84.82,112760
84.84,112847
84.86,112849
84.88,112818
84.9,112871
84.92,112895
84.94,112912
84.96,112969
84.98,112993
85,112979
85.02,112998
85.04,112927
85.06,112742
85.08,112584
85.1,112395
85.12,112261
85.14,112242
85.16,112219
85.18,112254
85.2,112292
85.22,112333
85.24,112349
85.26,112409
85.28,112444
85.3,112488
85.32,112533
85.34,112476
85.36,112486
85.38,112478
85.4,112516
85.42,112496
85.44,112531
85.46,112507
85.48,112552
85.5,112599
85.52,112608
85.54,112685
85.56,112671
85.58,112685
85.6,112714
85.62,112757
85.64,112763
85.66,112801
85.68,112821
85.7,112798
85.72,112840
85.74,112845
85.76,112865
85.78,112902
85.8,112898
85.82,112885
85.84,112911
85.86,112932
85.88,112961
85.9,113019
85.92,113003
85.94,113025
85.96,113058
85.98,113065
86,113051
86.02,112926
86.04,112730
86.06,112574
86.08,112449
86.1,112376
86.12,112387
86.14,112405
86.16,112384
86.18,112477
86.2,112510
86.22,112584
86.24,112663
86.26,112675
86.28,112650
86.3,112677
86.32,112652
86.34,112640
86.36,112668
86.38,112627
86.4,112638
86.42,112664
86.44,112698
86.46,112752
86.48,112826
86.5,112789
86.52,112808
86.54,112863
86.56,112866
86.58,112922
86.6,112940
86.62,112893
86.64,112923
86.66,112959
86.68,112943
86.7,112999
86.72,112999
86.74,112967
86.76,113002
86.78,113010
86.8,113025
86.82,113089
86.84,113062
86.86,113061
86.88,113109
86.9,113113
86.92,113122
86.94,113126
86.96,112973
86.98,112793
87,112689
87.02,112579
87.04,112531
87.06,112545
87.08,112500
87.1,112559
87.12,112625
87.14,112662
87.16,112749
87.18,112817
87.2,112803
87.22,112840
87.24,112826
87.26,112788
87.28,112799
87.3,112775
87.32,112731
87.34,112762
87.36,112802
87.38,112823
87.4,112887
87.42,112892
87.44,112890
87.46,112931
87.48,112975
87.5,112998
87.52,113028
87.54,112999
87.56,112993
87.58,113011
87.6,113022
87.62,113033
87.64,113049
87.66,113036
87.68,113044
87.7,113087
87.72,113084
87.74,113130
87.76,113163
87.78,113110
87.8,113037
87.82,112905
87.84,112764
87.86,112689
87.88,112591
87.9,112538
87.92,112544
87.94,112595
87.96,112616
87.98,112700
88,112747
88.02,112772
88.04,112826
88.06,112861
88.08,112836
88.1,112866
88.12,112815
88.14,112764
88.16,112778
88.18,112784
88.2,112804
88.22,112864
88.24,112844
88.26,112850
88.28,112933
88.3,112933
88.32,112955
88.34,113013
88.36,112980
88.38,112992
88.4,113011
88.42,113009
88.44,113044
88.46,113068
88.48,113045
88.5,113082
88.52,113105
88.54,113094
88.56,113149
88.58,113081
88.6,112917
88.62,112788
88.64,112663
88.66,112553
88.68,112533
88.7,112493
88.72,112469
88.74,112532
88.76,112577
88.78,112628
88.8,112720
88.82,112726
88.84,112724
88.86,112756
88.88,112742
88.9,112743
88.92,112751
88.94,112694
88.96,112690
88.98,112726
89,112728
89.02,112768
89.04,112808
89.06,112812
89.08,112826
89.1,112875
89.12,112891
89.14,112917
89.16,112933
89.18,112898
89.2,112913
89.22,112924
89.24,112922
89.26,112969
89.28,112991
89.3,112977
89.32,113010
89.34,113000
89.36,112921
89.38,112858
89.4,112680
89.42,112505
89.44,112397
89.46,112351
89.48,112321
89.5,112332
89.52,112365
89.54,112378
89.56,112424
89.58,112492
89.6,112517
89.62,112583
89.64,112568
89.66,112559
89.68,112574
89.7,112550
89.72,112574
89.74,112580
89.76,112546
89.78,112578
89.8,112629
89.82,112636
89.84,112678
89.86,112719
89.88,112710
89.9,112712
89.92,112770
89.94,112767
89.96,112825
89.98,112800
90,112777
90.02,112826
90.04,112839
90.06,112836
90.08,112918
90.1,112901
90.12,112888
90.14,112926
90.16,112824
90.18,112669
90.2,112550
90.22,112377
90.24,112272
90.26,112239
90.28,112198
90.3,112232
90.32,112290
90.34,112281
90.36,112315
90.38,112393
90.4,112419
90.42,112467
90.44,112478
90.46,112430
90.48,112456
90.5,112462
90.52,112440
90.54,112491
90.56,112495
90.58,112481
90.6,112524
90.62,112572
90.64,112585
90.66,112649
90.68,112652
90.7,112669
90.72,112689
90.74,112709
90.76,112725
90.78,112758
90.8,112737
90.82,112729
90.84,112785
90.86,112789
90.88,112827
90.9,112865
90.92,112849
90.94,112863
90.96,112895
90.98,112842
91,112739
91.02,112602
91.04,112419
91.06,112302
91.08,112238
91.1,112204
91.12,112251
91.14,112296
91.16,112284
91.18,112328
91.2,112395
91.22,112421
91.24,112488
91.26,112497
91.28,112468
91.3,112489
91.32,112504
91.34,112472
91.36,112517
91.38,112516
91.4,112521
91.42,112572
91.44,112605
91.46,112639
91.48,112698
91.5,112673
91.52,112671
91.54,112728
91.56,112730
91.58,112755
91.6,112788
91.62,112757
91.64,112790
91.66,112807
91.68,112815
91.7,112852
91.72,112866
91.74,112849
91.76,112882
91.78,112934
91.8,112938
91.82,112979
91.84,112987
91.86,112995
91.88,112965
91.9,112859
91.92,112682
91.94,112530
91.96,112408
91.98,112301
92,112292
92.02,112296
92.04,112345
92.06,112400
92.08,112407
92.1,112448
92.12,112509
92.14,112519
92.16,112541
92.18,112559
92.2,112522
92.22,112515
92.24,112511
92.26,112504
92.28,112550
92.3,112591
92.32,112582
92.34,112626
92.36,112657
92.38,112676
92.4,112739
92.42,112759
92.44,112742
92.46,112769
92.48,112800
92.5,112796
92.52,112838
92.54,112838
92.56,112816
92.58,112850
92.6,112864
92.62,112876
92.64,112939
92.66,112917
92.68,112900
92.7,112941
92.72,112981
92.74,113003
92.76,113045
92.78,113028
92.8,113001
92.82,112959
92.84,112770
92.86,112616
92.88,112506
92.9,112367
92.92,112317
92.94,112320
92.96,112341
92.98,112415
93,112460
93.02,112486
93.04,112545
93.06,112617
93.08,112611
93.1,112637
93.12,112625
93.14,112561
93.16,112581
93.18,112566
93.2,112593
93.22,112631
93.24,112659
93.26,112642
93.28,112689
93.3,112726
93.32,112743
93.34,112799
93.36,112806
93.38,112780
93.4,112824
93.42,112818
93.44,112830
93.46,112877
93.48,112851
93.5,112830
93.52,112874
93.54,112860
93.56,112895
93.58,112932
93.6,112878
93.62,112929
93.64,112961
93.66,112972
93.68,113000
93.7,113003
93.72,112873
93.74,112749
93.76,112622
93.78,112502
93.8,112440
93.82,112395
93.84,112377
93.86,112409
93.88,112472
93.9,112526
93.92,112634
93.94,112659
93.96,112662
93.98,112694
94,112687
94.02,112650
94.04,112654
94.06,112619
94.08,112596
94.1,112644
94.12,112660
94.14,112696
94.16,112760
94.18,112756
94.2,112765
94.22,112822
94.24,112834
94.26,112833
94.28,112896
94.3,112844
94.32,112823
94.34,112871
94.36,112847
94.38,112893
94.4,112897
94.42,112887
94.44,112925
94.46,112945
94.48,112941
94.5,112986
94.52,112941
94.54,112812
94.56,112680
94.58,112559
94.6,112439
94.62,112401
94.64,112354
94.66,112337
94.68,112420
94.7,112455
94.72,112531
94.74,112612
94.76,112646
94.78,112629
94.8,112669
94.82,112635
94.84,112614
94.86,112623
94.88,112580
94.9,112566
94.92,112619
94.94,112620
94.96,112651
94.98,112694
95,112717
95.02,112731
95.04,112783
95.06,112779
95.08,112842
95.1,112825
95.12,112816
95.14,112810
95.16,112842
95.18,112813
95.2,112853
95.22,112872
95.24,112881
95.26,112901
95.28,112917
95.3,112871
95.32,112783
95.34,112619
95.36,112428
95.38,112333
95.4,112286
95.42,112225
95.44,112266
95.46,112289
95.48,112293
95.5,112371
95.52,112418
95.54,112485
95.56,112543
95.58,112523
95.6,112491
95.62,112503
95.64,112479
95.66,112452
95.68,112489
95.7,112466
95.72,112459
95.74,112509
95.76,112520
95.78,112574
95.8,112627
95.82,112626
95.84,112640
95.86,112671
95.88,112664
95.9,112691
95.92,112715
95.94,112680
95.96,112683
95.98,112721
96,112717
96.02,112786
96.04,112788
96.06,112763
96.08,112726
96.1,112616
96.12,112437
96.14,112297
96.16,112178
96.18,112047
96.2,112044
96.22,112032
96.24,112076
96.26,112138
96.28,112155
96.3,112173
96.32,112260
96.34,112275
96.36,112299
96.38,112325
96.4,112301
96.42,112271
96.44,112292
96.46,112288
96.48,112298
96.5,112347
96.52,112312
96.54,112373
96.56,112419
96.58,112427
96.6,112474
96.62,112500
96.64,112463
96.66,112507
96.68,112517
96.7,112539
96.72,112602
96.74,112600
96.76,112565
96.78,112613
96.8,112631
96.82,112628
96.84,112694
96.86,112706
96.88,112661
96.9,112554
96.92,112391
96.94,112224
96.96,112081
96.98,111984
97,111927
97.02,111924
97.04,111966
97.06,111990
97.08,112046
97.1,112066
97.12,112082
97.14,112168
97.16,112173
97.18,112180
97.2,112242
97.22,112204
97.24,112164
97.26,112230
97.28,112226
97.3,112270
97.32,112291
97.34,112298
97.36,112338
97.38,112384
97.4,112389
97.42,112469
97.44,112471
97.46,112457
97.48,112497
97.5,112513
97.52,112530
97.54,112584
97.56,112591
97.58,112559
97.6,112615
97.62,112628
97.64,112644
97.66,112701
97.68,112695
97.7,112722
97.72,112740
97.74,112673
97.76,112566
97.78,112386
97.8,112195
97.82,112080
97.84,112034
97.86,112005
97.88,112041
97.9,112090
97.92,112104
97.94,112163
97.96,112232
97.98,112268
98,112318
98.02,112343
98.04,112317
98.06,112330
98.08,112348
98.1,112333
98.12,112371
98.14,112379
98.16,112382
98.18,112460
98.2,112456
98.22,112487
98.24,112577
98.26,112568
98.28,112573
98.3,112607
98.32,112624
98.34,112651
98.36,112688
98.38,112679
98.4,112695
98.42,112718
98.44,112723
98.46,112765
98.48,112789
98.5,112768
98.52,112791
98.54,112839
98.56,112829
98.58,112862
98.6,112937
98.62,112908
98.64,112893
98.66,112773
98.68,112600
98.7,112449
98.72,112309
98.74,112172
98.76,112159
98.78,112175
98.8,112191
98.82,112307
98.84,112325
98.86,112320
98.88,112411
98.9,112447
98.92,112449
98.94,112499
98.96,112468
98.98,112449
99,112451
99.02,112464
99.04,112464
99.06,112525
99.08,112513
99.1,112527
99.12,112614
99.14,112613
99.16,112659
99.18,112710
99.2,112678
99.22,112699
99.24,112749
99.26,112748
99.28,112784
99.3,112801
99.32,112782
99.34,112795
99.36,112822
99.38,112820
99.4,112877
99.42,112898
99.44,112851
99.46,112893
99.48,112929
99.5,112937
99.52,113013
99.54,113009
99.56,112911
99.58,112792
99.6,112619
99.62,112444
99.64,112365
99.66,112298
99.68,112270
99.7,112279
99.72,112321
99.74,112381
99.76,112468
99.78,112504
99.8,112545
99.82,112592
99.84,112589
99.86,112584
99.88,112594
99.9,112539
99.92,112522
99.94,112535
99.96,112537
99.98,112587
100,112640
100.02,112613
100.04,112629
100.06,112699
100.08,112696
100.1,112770
100.12,112773
100.14,112748
100.16,112794
100.18,112820
100.2,112810
100.22,112826
100.24,112837
100.26,112812
100.28,112801
100.3,112849
100.32,112863
100.34,112901
100.36,112911
100.38,112897
100.4,112933
100.42,112953
100.44,112906
100.46,112837
100.48,112645
100.5,112466
100.52,112398
100.54,112298
100.56,112293
100.58,112324
100.6,112329
100.62,112383
100.64,112450
100.66,112512
100.68,112589
100.7,112648
100.72,112612
100.74,112617
100.76,112590
100.78,112542
100.8,112576
100.82,112576
100.84,112557
100.86,112566
100.88,112625
100.9,112645
100.92,112698
100.94,112726
100.96,112715
100.98,112745
101,112778
101.02,112769
101.04,112815
101.06,112821
101.08,112792
101.1,112814
101.12,112818
101.14,112816
101.16,112873
101.18,112880
101.2,112845
101.22,112880
101.24,112888
101.26,112852
101.28,112760
101.3,112565
101.32,112396
101.34,112305
101.36,112240
101.38,112236
101.4,112272
101.42,112266
101.44,112305
101.46,112389
101.48,112450
101.5,112528
101.52,112554
101.54,112524
101.56,112526
101.58,112524
101.6,112477
101.62,112473
101.64,112482
101.66,112442
101.68,112467
101.7,112522
101.72,112530
101.74,112609
101.76,112625
101.78,112607
101.8,112656
101.82,112676
101.84,112678
101.86,112712
101.88,112704
101.9,112677
101.92,112720
101.94,112723
101.96,112739
101.98,112785
102,112775
102.02,112747
102.04,112706
102.06,112565
102.08,112411
102.1,112306
102.12,112163
102.14,112082
102.16,112087
102.18,112092
102.2,112145
102.22,112204
102.24,112212
102.26,112270
102.28,112337
102.3,112374
102.32,112363
102.34,112364
102.36,112298
102.38,112291
102.4,112310
102.42,112298
102.44,112347
102.46,112346
102.48,112350
102.5,112397
102.52,112421
102.54,112429
102.56,112497
102.58,112506
102.6,112475
102.62,112498
102.64,112521
102.66,112503
102.68,112545
102.7,112527
102.72,112520
102.74,112551
102.76,112562
102.78,112587
102.8,112586
102.82,112456
102.84,112273
102.86,112122
102.88,112000
102.9,111933
102.92,111898
102.94,111841
102.96,111871
102.98,111930
103,111957
103.02,112033
103.04,112104
103.06,112078
103.08,112136
103.1,112121
103.12,112102
103.14,112130
103.16,112110
103.18,112075
103.2,112088
103.22,112124
103.24,112139
103.26,112194
103.28,112210
103.3,112207
103.32,112258
103.34,112261
103.36,112276
103.38,112328
103.4,112314
103.42,112289
103.44,112326
103.46,112326
103.48,112319
103.5,112365
103.52,112335
103.54,112362
103.56,112391
103.58,112403
103.6,112417
103.62,112379
103.64,112191
103.66,112015
103.68,111890
103.7,111765
103.72,111707
103.74,111688
103.76,111669
103.78,111723
103.8,111785
103.82,111797
103.84,111891
103.86,111926
103.88,111936
103.9,111933
103.92,111938
103.94,111933
103.96,111972
103.98,111967
104,111961
104.02,111976
104.04,112001
104.06,112039
104.08,112099
104.1,112098
104.12,112113
104.14,112146
104.16,112141
104.18,112185
104.2,112244
104.22,112226
104.24,112242
104.26,112267
104.28,112272
104.3,112278
104.32,112332
104.34,112327
104.36,112339
104.38,112357
104.4,112363
104.42,112424
104.44,112458
104.46,112448
104.48,112478
104.5,112500
104.52,112413
104.54,112257
104.56,112074
104.58,111882
104.6,111774
104.62,111728
104.64,111717
104.66,111746
104.68,111787
104.7,111799
104.72,111864
104.74,111893
104.76,111919
104.78,112010
104.8,112008
104.82,111981
104.84,112015
104.86,112009
104.88,112012
104.9,112052
104.92,112059
104.94,112052
104.96,112088
104.98,112120
105,112132
105.02,112213
105.04,112203
105.06,112212
105.08,112254
105.1,112270
105.12,112284
105.14,112357
105.16,112308
105.18,112312
105.2,112355
105.22,112356
105.24,112408
105.26,112441
105.28,112417
105.3,112432
105.32,112467
105.34,112481
105.36,112516
105.38,112552
105.4,112572
105.42,112595
105.44,112637
105.46,112604
105.48,112611
105.5,112476
105.52,112235
105.54,112056
105.56,111946
105.58,111865
105.6,111879
105.62,111852
105.64,111852
105.66,111916
105.68,111959
105.7,112040
105.72,112079
105.74,112099
105.76,112108
105.78,112148
105.8,112126
105.82,112120
105.84,112152
105.86,112120
105.88,112136
105.9,112161
105.92,112197
105.94,112231
105.96,112280
105.98,112273
106,112311
106.02,112346
106.04,112344
106.06,112384
106.08,112420
106.1,112397
106.12,112414
106.14,112442
106.16,112448
106.18,112489
106.2,112497
106.22,112493
106.24,112517
106.26,112526
106.28,112556
106.3,112600
106.32,112591
106.34,112590
106.36,112644
106.38,112659
106.4,112697
106.42,112738
106.44,112705
106.46,112660
106.48,112524
106.5,112348
106.52,112193
106.54,112088
106.56,111992
106.58,111947
106.6,112009
106.62,112034
106.64,112105
106.66,112177
106.68,112201
106.7,112226
106.72,112286
106.74,112294
106.76,112303
106.78,112314
106.8,112253
106.82,112233
106.84,112245
106.86,112259
106.88,112321
106.9,112337
106.92,112327
106.94,112386
106.96,112415
106.98,112408
107,112468
107.02,112499
107.04,112464
107.06,112483
107.08,112511
107.1,112495
107.12,112556
107.14,112540
107.16,112538
107.18,112583
107.2,112579
107.22,112591
107.24,112634
107.26,112633
107.28,112622
107.3,112672
107.32,112677
107.34,112715
107.36,112745
107.38,112712
107.4,112680
107.42,112597
107.44,112401
107.46,112271
107.48,112166
107.5,112071
107.52,112052
107.54,112103
107.56,112112
107.58,112216
107.6,112275
107.62,112298
107.64,112376
107.66,112405
107.68,112419
107.7,112440
107.72,112425
107.74,112367
107.76,112376
107.78,112413
107.8,112397
107.82,112458
107.84,112474
107.86,112465
107.88,112532
107.9,112551
107.92,112576
107.94,112620
107.96,112619
107.98,112585
108,112612
108.02,112625
108.04,112619
108.06,112659
108.08,112622
108.1,112620
108.12,112658
108.14,112683
108.16,112714
108.18,112743
108.2,112721
108.22,112754
108.24,112788
108.26,112704
108.28,112611
108.3,112457
108.32,112289
108.34,112175
108.36,112133
108.38,112070
108.4,112143
108.42,112132
108.44,112183
108.46,112264
108.48,112332
108.5,112384
108.52,112449
108.54,112440
108.56,112409
108.58,112409
108.6,112391
108.62,112371
108.64,112402
108.66,112370
108.68,112384
108.7,112418
108.72,112436
108.74,112503
108.76,112523
108.78,112519
108.8,112537
108.82,112572
108.84,112583
108.86,112596
108.88,112634
108.9,112578
108.92,112596
108.94,112630
108.96,112612
108.98,112675
109,112683
109.02,112665
109.04,112686
109.06,112703
109.08,112572
109.1,112447
109.12,112267
109.14,112084
109.16,112015
109.18,111983
109.2,111972
109.22,112038
109.24,112059
109.26,112062
109.28,112145
109.3,112229
109.32,112241
109.34,112293
109.36,112271
109.38,112250
109.4,112250
109.42,112236
109.44,112229
109.46,112250
109.48,112227
109.5,112232
109.52,112287
109.54,112297
109.56,112339
109.58,112393
109.6,112379
109.62,112378
109.64,112410
109.66,112426
109.68,112437
109.7,112473
109.72,112438
109.74,112460
109.76,112483
109.78,112489
109.8,112525
109.82,112550
109.84,112518
109.86,112507
109.88,112392
109.9,112211
109.92,112060
109.94,111919
109.96,111796
109.98,111794
110,111786
110.02,111814
110.04,111880
110.06,111927
110.08,111941
110.1,112020
110.12,112065
110.14,112078
110.16,112115
110.18,112093
110.2,112064
110.22,112080
110.24,112075
110.26,112068
110.28,112114
110.3,112112
110.32,112118
110.34,112172
110.36,112201
110.38,112192
110.4,112241
110.42,112235
110.44,112242
110.46,112277
110.48,112254
110.5,112306
110.52,112330
110.54,112304
110.56,112309
110.58,112357
110.6,112362
110.62,112405
110.64,112429
110.66,112411
110.68,112360
110.7,112257
110.72,112069
110.74,111910
110.76,111772
110.78,111657
110.8,111626
110.82,111636
110.84,111668
110.86,111743
110.88,111771
110.9,111795
110.92,111858
110.94,111901
110.96,111928
110.98,111975
111,111949
111.02,111926
111.04,111948
111.06,111938
111.08,112035
111.1,111986
111.12,111976
111.14,111994
111.16,112045
111.18,112060
111.2,112107
111.22,112157
111.24,112106
111.26,112130
111.28,112172
111.3,112168
111.32,112201
111.34,112223
111.36,112173
111.38,112196
111.4,112244
111.42,112257
111.44,112276
111.46,112311
111.48,112274
111.5,112331
111.52,112331
111.54,112266
111.56,112241
111.58,111962
111.6,111739
111.62,111647
111.64,111594
111.66,111567
111.68,111599
111.7,111624
111.72,111553
111.74,111697
111.76,111744
111.78,111790
111.8,111845
111.82,111853
111.84,111863
111.86,111874
111.88,111844
111.9,111841
111.92,111935
111.94,111958
111.96,111876
111.98,111923
112,111941
112.02,111983
112.04,112156
112.06,112023
112.08,112017
112.1,112068
112.12,112072
112.14,112093
112.16,112145
112.18,112113
112.2,112061
112.22,112156
112.24,112150
112.26,112178
112.28,112218
112.3,112229
112.32,112291
112.34,112331
112.36,112232
112.38,112333
112.4,112386
112.42,112418
112.44,112302
112.46,112175
112.48,111903
112.5,111852
112.52,111772
112.54,111572
112.56,111455
112.58,111449
112.6,111579
112.62,111680
112.64,111689
112.66,111714
112.68,111742
112.7,111838
112.72,111854
112.74,111903
112.76,111892
112.78,111915
112.8,111923
112.82,112004
112.84,111863
112.86,111946
112.88,111991
112.9,112023
112.92,112023
112.94,111943
112.96,111909
112.98,112064
113,112154
113.02,112149
113.04,112059
113.06,112140
113.08,112168
113.1,112181
113.12,112231
113.14,112224
113.16,112241
113.18,112299
113.2,112256
113.22,112294
113.24,112337
113.26,112353
113.28,112374
113.3,112413
113.32,112390
113.34,112353
113.36,112240
113.38,112078
113.4,111917
113.42,111720
113.44,111638
113.46,111660
113.48,111672
113.5,111667
113.52,111705
113.54,111808
113.56,111861
113.58,111933
113.6,111968
113.62,111989
113.64,112020
113.66,112015
113.68,111966
113.7,111978
113.72,112000
113.74,112005
113.76,112049
113.78,112082
113.8,112070
113.82,112136
113.84,112146
113.86,112175
113.88,112207
113.9,112130
113.92,112145
113.94,112265
113.96,112253
113.98,112230
114,112246
114.02,112268
114.04,112326
114.06,112366
114.08,112344
114.1,112397
114.12,112391
114.14,112392
114.16,112443
114.18,112450
114.2,112486
114.22,112531
114.24,112568
114.26,112533
114.28,112449
114.3,112353
114.32,112174
114.34,112059
114.36,111933
114.38,111758
114.4,111797
114.42,111894
114.44,111922
114.46,111935
114.48,112000
114.5,112084
114.52,112159
114.54,112189
114.56,112183
114.58,112218
114.6,112187
114.62,112148
114.64,112165
114.66,112184
114.68,112198
114.7,112238
114.72,112268
114.74,112275
114.76,112319
114.78,112367
114.8,112382
114.82,112409
114.84,112378
114.86,112348
114.88,112423
114.9,112483
114.92,112467
114.94,112436
114.96,112428
114.98,112477
115,112521
115.02,112556
115.04,112583
115.06,112599
115.08,112591
115.1,112628
115.12,112657
115.14,112678
115.16,112695
115.18,112609
115.2,112413
115.22,112273
115.24,112157
115.26,112083
115.28,112083
115.3,112034
115.32,112027
115.34,112053
115.36,112149
115.38,112236
115.4,112311
115.42,112304
115.44,112291
115.46,112378
115.48,112362
115.5,112353
115.52,112357
115.54,112334
115.56,112315
115.58,112339
115.6,112356
115.62,112404
115.64,112454
115.66,112469
115.68,112460
115.7,112553
115.72,112542
115.74,112596
115.76,112585
115.78,112594
115.8,112510
115.82,112590
115.84,112617
115.86,112697
115.88,112678
115.9,112599
115.92,112672
115.94,112731
115.96,112771
115.98,112805
116,112793
116.02,112695
116.04,112575
116.06,112423
116.08,112313
116.1,112244
116.12,112216
116.14,112149
116.16,112192
116.18,112256
116.2,112318
116.22,112405
116.24,112421
116.26,112448
116.28,112417
116.3,112423
116.32,112450
116.34,112503
116.36,112367
116.38,112375
116.4,112421
116.42,112489
116.44,112510
116.46,112568
116.48,112573
116.5,112570
116.52,112613
116.54,112625
116.56,112666
116.58,112720
116.6,112698
116.62,112682
116.64,112722
116.66,112738
116.68,112783
116.7,112775
116.72,112733
116.74,112765
116.76,112742
116.78,112767
116.8,112861
116.82,112824
116.84,112576
116.86,112471
116.88,112409
116.9,112318
116.92,112306
116.94,112267
116.96,112265
116.98,112318
117,112358
117.02,112409
117.04,112482
117.06,112516
117.08,112513
117.1,112505
117.12,112497
117.14,112474
117.16,112514
117.18,112440
117.2,112403
117.22,112431
117.24,112398
117.26,112457
117.28,112574
117.3,112565
117.32,112534
117.34,112582
117.36,112633
117.38,112669
117.4,112689
117.42,112675
117.44,112694
117.46,112706
117.48,112695
117.5,112730
117.52,112776
117.54,112790
117.56,112747
117.58,112786
117.6,112699
117.62,112604
117.64,112494
117.66,112272
117.68,112220
117.7,112118
117.72,112123
117.74,112216
117.76,112287
117.78,112294
117.8,112301
117.82,112390
117.84,112454
117.86,112497
117.88,112471
117.9,112431
117.92,112415
117.94,112378
117.96,112376
117.98,112424
118,112408
118.02,112471
118.04,112466
118.06,112467
118.08,112498
118.1,112550
118.12,112567
118.14,112520
118.16,112574
118.18,112502
118.2,112532
118.22,112636
118.24,112637
118.26,112626
118.28,112589
118.3,112626
118.32,112700
118.34,112726
118.36,112594
118.38,112429
118.4,112337
118.42,112222
118.44,112175
118.46,112144
118.48,112098
118.5,112199
118.52,112210
118.54,112246
118.56,112328
118.58,112408
118.6,112397
118.62,112395
118.64,112392
118.66,112234
118.68,112295
118.7,112328
118.72,112334
118.74,112347
118.76,112300
118.78,112370
118.8,112471
118.82,112493
118.84,112490
118.86,112529
118.88,112630
118.9,112596
118.92,112653
118.94,112640
118.96,112703
118.98,112723
119,112659
119.02,112689
119.04,112746
119.06,112755
119.08,112725
119.1,112668
119.12,112539
119.14,112359
119.16,112278
119.18,112214
119.2,112186
119.22,112217
119.24,112178
119.26,112264
119.28,112374
119.3,112417
119.32,112448
119.34,112552
119.36,112572
119.38,112511
119.4,112501
119.42,112448
119.44,112514
119.46,112504
119.48,112441
119.5,112493
119.52,112534
119.54,112542
119.56,112572
119.58,112601
119.6,112617
119.62,112577
119.64,112629
119.66,112672
119.68,112715
119.7,112718
119.72,112661
119.74,112758
119.76,112780
119.78,112763
119.8,112801
119.82,112790
119.84,112758
119.86,112590
119.88,112416
119.9,112269
119.92,112297
119.94,112222
119.96,112185
119.98,112237
120,112227
